Category,File_ID,Shape,Style,Description,Image_Path,CAD_Path
Prongs,23411_23411_314873_S.3dm,Oval,Basket,An elevated oval basket setting featuring six prongs designed to secure an oval-shaped stone. The under-gallery shows multiple support bars creating a sturdy and open structure.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_314873_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_314873_S.3dm
Prongs,23411_23411_314878_S.3dm,Oval,Basket,"An oval 4-prong basket setting, featuring multiple horizontal wire bands forming the basket structure, designed for a high-set oval-cut gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_314878_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_314878_S.3dm
Prongs,23411_23411_314893_S.3dm,Oval,Basket,"Wireframe rendering of an 8-prong oval basket setting with a high profile, featuring two levels of oval support rings for an oval-cut gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_314893_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23411_23411_314893_S.3dm
Prongs,23412_23412_100001_S.3dm,Square,Basket,"A high-profile, 4-prong basket setting with a square outline, featuring a robust wireframe structure with horizontal supports, designed to hold a square or cushion-cut gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100001_S.3dm
Prongs,23412_23412_100002_S.3dm,Square/Princess,Basket,"Wireframe model of a four-prong basket setting for a square or princess-cut stone, featuring an open under-gallery and a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100002_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100002_S.3dm
Prongs,23412_23412_100004_S.3dm,Square/Rectangular,Basket,"A four-prong basket setting designed for a square or rectangular stone, featuring a high profile with an open wire-frame or filigree-like structure supporting the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100004_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100004_S.3dm
Prongs,23412_23412_100005_S.3dm,Princess,Basket,"A wireframe model of a four-prong basket setting designed for a square or princess-cut stone. It features a complex, open-wire support structure forming a basket below the stone, leading to a relatively high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100005_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100005_S.3dm
Prongs,23412_23412_100006_S.3dm,Square/Princess,Basket,A four-prong basket setting designed for a square or princess cut stone. The setting features a high profile with substantial prongs rising from a multi-tiered open-work basket structure.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100006_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100006_S.3dm
Prongs,23412_23412_100007_S.3dm,Square,Basket,"A four-prong basket setting designed for a square-shaped stone. The prongs rise from a structured, open-sided basket base, suggesting a high profile for the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100007_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100007_S.3dm
Prongs,23412_23412_100008_S.3dm,Square/Rectangular,Basket,"A 4-prong basket setting with a high profile, designed for a square or rectangular stone. The setting features a detailed wireframe basket structure beneath the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100008_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100008_S.3dm
Prongs,23412_23412_100009_S.3dm,Square/Princess,Basket,Wireframe CAD model of a four-prong basket setting designed for a square or princess-cut stone. It features a high profile with prominent cylindrical prongs and supporting crossbars forming the basket.,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100009_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100009_S.3dm
Prongs,23412_23412_100029_S.3dm,Princess/Square,Basket,"A high-profile, 4-prong basket setting designed for a princess or square-cut stone, featuring a sturdy elevated frame with four main corner prongs and additional internal structural supports.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100029_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100029_S.3dm
Prongs,23412_23412_100030_S.3dm,Square/Cushion,Basket,"A high-profile, four-prong basket setting with robust wireframe construction, designed to elevate a square or cushion-shaped stone. The under-gallery features multiple horizontal and vertical supports, forming a sturdy basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100030_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100030_S.3dm
Prongs,23412_23412_100033_S.3dm,Square/Cushion,Basket,"A 4-prong basket setting designed for a square or cushion-cut stone. It features an open wireframe structure beneath the main setting, elevating the stone significantly for a high profile. The prongs are positioned at the corners of the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100033_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100033_S.3dm
Prongs,23412_23412_100035_S.3dm,Square,Basket,"A high-profile, four-prong basket setting designed for a square or princess-cut stone. The setting features an open, multi-tiered wireframe structure below the stone's girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100035_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100035_S.3dm
Prongs,23412_23412_100044_S.3dm,Square,Basket,"A high-profile, 4-prong square basket setting, depicted as a wireframe model. The basket features multiple horizontal support bars and vertical elements, giving it a somewhat open, cage-like structure designed to hold a square or princess-cut stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100044_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100044_S.3dm
Prongs,23412_23412_100045_S.3dm,Princess/Square,Basket,"A robust 4-prong basket setting with a high profile, designed for a princess or square-cut stone, featuring a supportive wireframe structure around the base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100045_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100045_S.3dm
Prongs,23412_23412_100065_S.3dm,Square,Basket,"A high-profile, five-prong basket setting with four corner prongs and one central prong, designed for a square or cushion-cut stone. The setting features an open wireframe construction with multiple supporting bars.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100065_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_100065_S.3dm
Prongs,23412_23412_1011_S.3dm,Princess/Square,Basket,"A wireframe model of a four-prong basket setting designed for a square or princess cut stone. The setting features an open, architectural basket structure with multiple cross-bars supporting the tall prongs, giving it a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_1011_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_1011_S.3dm
Prongs,23412_23412_314922_S.3dm,Princess,Basket,"Wireframe model of a 4-prong, high-profile basket setting designed for a princess-cut or square gemstone. The basket structure below the stone features multiple horizontal and vertical support bars, creating a sturdy, open cage-like appearance.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_314922_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_314922_S.3dm
Prongs,23412_23412_314937_S.3dm,Square,Basket,"A high-profile, four-prong basket setting designed for a square or princess-cut stone, featuring an open wireframe design for maximum light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_314937_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23412_23412_314937_S.3dm
Prongs,23728_23728_328996_S.3dm,Princess,Basket,"A 6-prong basket setting designed for a princess-cut stone. The setting features a high profile with an open wireframe structure, allowing ample light to reach the stone from the sides and bottom. The basket includes substantial underlying support structures.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_328996_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_328996_S.3dm
Prongs,23728_23728_328998_S.3dm,Round,Basket,"A 4-prong basket style setting in a wireframe CAD model, designed to hold a round stone with a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_328998_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_328998_S.3dm
Prongs,23728_23728_329001_S.3dm,Round,Basket,"A CAD wireframe rendering of a high-profile 6-prong basket setting for a round stone. The prongs have a square cross-section at their base and extend upwards from an open, crisscrossing basket structure designed to maximize light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_329001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_329001_S.3dm
Prongs,23728_23728_329005_S.3dm,Round,Peg,"A 6-prong peg head setting with high-set prongs designed to hold a round stone securely, featuring an open, elevated profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_329005_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23728_23728_329005_S.3dm
Prongs,23730_23730_1009_S.3dm,Cluster of Rectangular/Princess,Basket (multi-stone),"A complex wireframe setting designed to hold five rectangular or princess-cut stones in a raised, basket-style cluster configuration, featuring a tall profile with open sides.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_1009_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_1009_S.3dm
Prongs,23730_23730_1011_S.3dm,Round,Basket,"An intricate, high-profile basket setting designed for a round stone. It features an open crisscross under-gallery with four main prongs and four additional, thinner prongs for enhanced security, totaling eight prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_1011_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_1011_S.3dm
Prongs,23730_23730_328988_S.3dm,Rectangular,Basket,"A wireframe rendering of an 8-prong basket setting designed for a rectangular stone. It features four corner prongs and four additional side prongs, set with a high profile to elevate the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_328988_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_328988_S.3dm
Prongs,23730_23730_328995_S.3dm,Round,Basket,"An 8-prong basket setting, designed for a round stone, with a high profile. The prongs rise from a central base, forming a secure elevated mount.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_328995_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\23730_23730_328995_S.3dm
Prongs,24066_24066_100_S.3dm,Round,Basket,"A high-profile 4-prong basket setting with an open, architectural wireframe design, suitable for a round gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_100_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_100_S.3dm
Prongs,24066_24066_104_S.3dm,Round,Basket,"A wireframe model of a four-prong basket setting. It features a substantial under-gallery with supporting structures, designed to hold a round stone with a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_104_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_104_S.3dm
Prongs,24066_24066_111_S.3dm,Round,Basket Prong,"A four-prong basket setting designed for a round stone, featuring an open gallery structure with supporting bars and a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_111_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_111_S.3dm
Prongs,24066_24066_200_S.3dm,Round,Basket,"A high-profile, six-prong basket setting, likely for a round or similar shaped stone, featuring an intricate wireframe support structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_200_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_200_S.3dm
Prongs,24066_24066_204_S.3dm,Round,Basket,"A high-profile, four-prong basket setting designed for a round stone. The prongs are simple and curved, leading to a central supporting structure below the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_204_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_204_S.3dm
Prongs,24066_24066_211_S.3dm,Round,Basket,"A high-profile, four-prong basket setting designed for a round stone, featuring a supportive open-work basket structure below the stone level.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_211_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24066_24066_211_S.3dm
Prongs,24126_24126_100001_S.3dm,Round,Basket Prong,"A high-profile, four-prong basket setting designed for a round stone. The basket features an open wireframe structure with multiple horizontal and diagonal supports connecting the prongs and a central gallery, transitioning to a square base at the bottom.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100001_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100001_S.3dm
Prongs,24126_24126_100002_S.3dm,Round,Basket,"A high-profile, four-prong basket setting featuring a complex cage-like structure of support wires beneath the stone. The prongs appear to be flattened at the top where they would hold the stone. The setting tapers down to a square base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100002_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100002_S.3dm
Prongs,24126_24126_100005_S.3dm,Round,Basket,"A high-profile, 4-prong wireframe basket setting. It features an intricate, cage-like structure with multiple cross-bars providing robust support beneath the prongs, designed for a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100005_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100005_S.3dm
Prongs,24126_24126_100007_S.3dm,Princess/Square,Basket,"A high-profile, four-prong basket setting designed for a princess or square-cut stone. The setting features a structured, open framework beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100007_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100007_S.3dm
Prongs,24126_24126_100008_S.3dm,Square/Princess,Basket,"A high-profile, four-prong basket setting designed for a square or princess-cut stone. The intricate wireframe structure forms a robust and elevated support for the stone, allowing maximum light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100008_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100008_S.3dm
Prongs,24126_24126_100011_S.3dm,Cushion/Radiant,Basket,"A high-profile 4-prong basket setting with an intricate wireframe support structure, designed for a square or cushion-cut stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100011_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100011_S.3dm
Prongs,24126_24126_100013_S.3dm,Rectangular,Basket,"A high-profile basket setting designed for a rectangular stone, featuring four elongated prongs and a supporting wireframe structure beneath.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100013_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100013_S.3dm
Prongs,24126_24126_100014_S.3dm,Oval,Basket,"A high-profile, four-prong basket setting designed for an oval-shaped stone, featuring an intricate wireframe basket beneath the prongs for support and light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100014_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100014_S.3dm
Prongs,24126_24126_100017_S.3dm,Radiant/Emerald,Basket Prong,"A high-profile 4-prong basket setting designed for a rectangular or cut-cornered stone like a radiant or emerald cut. The wireframe structure shows a robust base and elevated prongs, allowing significant light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100017_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100017_S.3dm
Prongs,24126_24126_100049_S.3dm,Round,Basket,"A four-prong basket setting, designed for a round stone, featuring an open wire-frame structure supporting the prongs and a high profile, terminating in a square base for attachment.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100049_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100049_S.3dm
Prongs,24126_24126_100050_S.3dm,Princess Cut (Square),Basket,"A high-profile four-prong basket setting designed for a princess-cut or square-shaped stone. The wireframe structure shows four substantial prongs supported by a complex, open basket design, elevating the stone significantly from the base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100050_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100050_S.3dm
Prongs,24126_24126_100053_S.3dm,Round,Basket,"A four-prong basket setting in a wireframe design, intended to hold a round stone in a high-profile position. The basket features an open, geometric framework below the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100053_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100053_S.3dm
Prongs,24126_24126_100059_S.3dm,Princess,Basket,"A high-profile, 4-prong basket setting designed for a princess-cut stone. It features an intricate open-wire structure beneath the stone's girdle, providing significant support and allowing for maximum light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100059_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24126_24126_100059_S.3dm
Prongs,24877_24877_106_S.3dm,Round,Sculptural Multi-Stone,"A complex, multi-level wireframe jewelry setting composed of numerous intertwining circular outlines and vertical cylindrical supports, designed to accommodate multiple round gemstones at varying heights within an intricate, sculptural framework.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_106_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_106_S.3dm
Prongs,24877_24877_1070_S.3dm,Round,Basket,"A multi-layered, open wireframe structure composed of intersecting cylinders and circles, forming an abstract and architectural head. It suggests a modern, sculptural interpretation of a setting, possibly for a central round stone with additional design elements.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_1070_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_1070_S.3dm
Prongs,24877_24877_1080_S.3dm,Round,Architectural Frame,"An intricate, open wireframe structure composed of multiple vertical cylindrical supports and horizontal circular outlines, forming an architectural frame designed to accommodate several round stones at various elevations. It lacks traditional prongs, baskets, or bezel walls.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_1080_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_1080_S.3dm
Prongs,24877_24877_108_S.3dm,None visible,"Abstract, non-standard","Wireframe model of an intricate, multi-level structure formed by intersecting vertical cylindrical rods and horizontal circular rings. It does not clearly depict a traditional jewelry setting head for a gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_108_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_108_S.3dm
Prongs,24877_24877_111_S.3dm,Round,Basket,"Complex wireframe 3D model composed of multiple intersecting and overlapping cylindrical structures of varied heights and diameters. Features numerous circular outlines, suggestive of settings for round stones, within an open, abstract framework. No traditional prongs are visible.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_111_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_111_S.3dm
Prongs,24877_24877_1120_S.3dm,Round,Peg,"A wireframe CAD model depicting a multi-level, multi-stone conceptual setting head. It features numerous circular outlines, indicating round stone placements, supported by cylindrical posts of varying heights and diameters, forming a high-profile, sculptural arrangement.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_1120_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_1120_S.3dm
Prongs,24877_24877_112_S.3dm,Round,Bezel,"A complex, multi-tiered arrangement of cylindrical forms of varying heights and diameters, designed to function as full bezel or tube settings for multiple round stones.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_112_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_112_S.3dm
Prongs,24877_24877_126_S.3dm,Round,Basket,"A 3D wireframe rendering of an elaborate, multi-level jewelry setting. It features numerous concentric circular outlines, indicating placement for multiple round stones, supported by a complex network of four prominent tall vertical cylindrical pillars and additional shorter supports, creating an open architectural design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_126_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_126_S.3dm
Prongs,24877_24877_127_S.3dm,Round,Architectural Prong Setting,"A complex, multi-level wireframe jewelry setting designed for multiple round gemstones. The setting features various circular platforms, primarily secured by four prominent cylindrical prongs for the larger stones, and supported by an intricate, architectural network of vertical and horizontal structural elements, resulting in a high-profile, open-work design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_127_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_127_S.3dm
Prongs,24877_24877_145_S.3dm,Round,Basket,"Wireframe CAD model of a four-prong basket setting, designed for a round stone, with a high profile and multiple concentric circular elements forming the basket/gallery.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_145_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\24877_24877_145_S.3dm
Prongs,2663_2663_103_S.3dm,Princess/Square,Peg,"A high-profile, 4-prong peg head setting with an open, angular design, suitable for a princess or square-cut stone. The prongs and central support structure have a squared cross-section, giving it a modern wireframe appearance.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_103_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_103_S.3dm
Prongs,2663_2663_106_S.3dm,Square,Prong,"A four-prong setting designed for a square or princess-cut stone. The prongs are thick and angular, rising from a central geometric base, giving the setting a structured and open appearance. The overall design is a wireframe rendering.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_106_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_106_S.3dm
Prongs,2663_2663_119767_S.3dm,Round,Basket,"Wireframe illustration of a 4-prong basket style setting head for a round stone, featuring an open gallery and a peg-style base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119767_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119767_S.3dm
Prongs,2663_2663_119772_S.3dm,Round,Prong,"A wireframe rendering of a four-prong setting designed for a round stone. The prongs are thick and structural, flaring out from a central base and curving upwards to create a high-profile setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119772_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119772_S.3dm
Prongs,2663_2663_119775_S.3dm,Marquise,Prong,"Wireframe model of a 4-prong jewelry setting with a high profile, featuring four angular arms that curve upwards from a central point, forming a distinct 'V' shape at the top to secure a marquise-cut stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119775_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119775_S.3dm
Prongs,2663_2663_119778_S.3dm,Square/Cushion,Basket,"A 4-prong basket setting with thick, angular prongs designed for a square or cushion-cut stone. The setting features a prominent, high-profile under-gallery and a robust, structural appearance.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119778_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_119778_S.3dm
Prongs,2663_2663_123436_S.3dm,Princess,Basket,"A four-prong basket setting designed for a princess or square cut stone. It features a high profile with a distinct under-gallery connecting the prongs below the stone's girdle, depicted in a purple wireframe CAD model.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123436_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123436_S.3dm
Prongs,2663_2663_123441_S.3dm,Round,Peg,"A high-profile 4-prong peg setting featuring robust, square-sectioned prongs that curve gracefully upwards from a central point, designed to securely hold a round or cushion-shaped stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123441_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123441_S.3dm
Prongs,2663_2663_123444_S.3dm,Square,Prong,"A wireframe diagram of a 4-prong jewelry setting. The prongs extend upwards from a central V-shaped structure, featuring angular, square-tipped ends designed to hold a square-shaped stone like a princess cut. The overall profile is high, rising significantly from its single base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123444_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123444_S.3dm
Prongs,2663_2663_123447_S.3dm,Square,Peg,"A high-profile, four-prong setting for a square stone, featuring V-shaped prongs that rise from a central base, forming an open structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123447_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\2663_2663_123447_S.3dm
Prongs,301_301_103775_S.3dm,Round,Basket,"CAD wireframe of a 6-prong basket setting. It features a high profile with distinct prongs supporting a round stone, and a visible basket structure beneath the stone's intended girdle.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_103775_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_103775_S.3dm
Prongs,301_301_103777_S.3dm,Round,Basket,"A wireframe rendering of a 6-prong basket setting for a round stone, featuring a high profile and a structured gallery beneath the stone's girdle line.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_103777_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_103777_S.3dm
Prongs,301_301_103780_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting designed for a round stone. The setting features straight, substantial prongs rising from a base ring, with a gallery rail connecting them partway up.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_103780_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_103780_S.3dm
Prongs,301_301_39639_S.3dm,Round,Basket,"A 6-prong basket setting for a round stone, featuring a high profile with visible gallery support beneath the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_39639_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_39639_S.3dm
Prongs,301_301_39641_S.3dm,Round,Basket,"A 6-prong basket setting with a high profile, designed for a round stone. The setting features open sides with arched cutouts and a circular base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_39641_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_39641_S.3dm
Prongs,301_301_569_S.3dm,Round,Basket,"Wireframe model of a 6-prong basket setting. It features a circular base from which six tall prongs rise, indicating a high profile, and curve inwards at the top to secure a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_569_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_569_S.3dm
Prongs,301_301_592_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting designed for a round stone, featuring an open gallery structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_592_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_592_S.3dm
